id_client,nom,prenom,sexe,age,ville,code_offre,date_souscription,date_resiliation,statut
CL00310,DELANNOY,Louise,F,48,Korhogo,CONNECT,2025-06-05,,actif
CL00311,HUET,Grégoire,M,34,Abidjan,ETUDIANT,2023-04-27,,actif
CL00312,DANIEL,Hugues,M,34,Abidjan,CONNECT,2023-04-04,,actif
CL00313,GIMENEZ,Augustin,M,27,Abidjan,PREMIUM,2025-09-22,,actif
CL00314,DOS SANTOS,Clémence,F,29,Abidjan,PREMIUM,2025-07-20,2025-10-23,resilie
CL00315,GRONDIN,Léon,M,31,Abidjan,PRO,2024-07-01,2025-04-03,resilie
CL00316,LEMONNIER,Colette,F,27,Abidjan,PREMIUM,2022-07-14,,actif
CL00317,MUNOZ,Franck,M,37,Abidjan,PULSE,2024-05-10,2024-10-14,resilie
CL00318,ANDRE,Marc,M,46,San-Pedro,PULSE,2025-01-02,,actif
CL00319,CORDIER,Jacques,M,35,Korhogo,PRO,2022-12-13,,actif
CL00320,ALLARD,Nicolas,M,48,Korhogo,CONNECT,2023-09-07,,actif
CL00321,LEGROS,Antoine,M,26,Abidjan,PREMIUM,2022-09-03,,actif
CL00322,LECLERC,Paulette,F,53,San-Pedro,SENIOR,2022-10-26,,actif
CL00323,PERRIER,Aimée,F,27,Abidjan,PREMIUM,2024-04-03,,actif
CL00324,SALMON,Sébastien,M,54,Abidjan,PULSE,2022-07-14,,actif
CL00325,GILLET,Valentine,F,18,Abidjan,PULSE,2023-07-06,,actif
CL00326,ROBERT,Joseph,M,21,Abidjan,PULSE,2024-02-04,,actif
CL00327,LÉGER,Léon,M,33,Abidjan,PREMIUM,2025-04-22,,actif
CL00328,HUMBERT,René,M,37,Abidjan,SENIOR,2022-08-20,,actif
CL00329,LETELLIER,Richard,M,47,Korhogo,CONNECT,2022-03-03,,actif
CL00330,MARION,Frédéric,M,31,Bouake,PULSE,2025-06-13,2025-09-19,resilie
CL00331,COULON,Frédéric,M,36,Bouake,CONNECT,2023-09-21,,actif
CL00332,MAILLARD,Renée,F,40,Abidjan,PULSE,2022-10-24,2024-02-08,resilie
CL00333,VALLÉE,Alexandre,M,25,Yamoussoukro,CONNECT,2024-10-15,2025-05-13,resilie
CL00334,PERRIER,Maggie,F,26,Abidjan,SENIOR,2024-03-16,,actif
CL00335,LAROCHE,Yves,M,53,Bouake,PULSE,2025-04-27,,actif
CL00336,LEBON,Danielle,F,26,Yamoussoukro,PULSE,2024-05-09,,actif
CL00337,BIGOT,Christophe,M,36,Bouake,CONNECT,2025-06-24,,actif
CL00338,LOISEAU,René,M,18,Abidjan,ETUDIANT,2022-03-19,,actif
CL00339,MICHEL,Nathalie,F,25,San-Pedro,SENIOR,2024-07-07,,actif
CL00340,ALLAIN,Alexandrie,F,28,San-Pedro,ETUDIANT,2024-01-23,2025-05-03,resilie
CL00341,PEREZ,Tristan,M,43,Abidjan,CONNECT,2022-05-15,,actif
CL00342,GILBERT,Christiane,F,62,Abidjan,PULSE,2022-09-18,,actif
CL00343,PINTO,Éric,M,33,Abidjan,PULSE,2022-07-17,,actif
CL00344,GIRARD,Josette,F,59,Bouake,PULSE,2022-04-24,,actif
CL00345,GILLET,Marguerite,F,33,Abidjan,CONNECT,2022-09-25,,actif
CL00346,LECOMTE,Susanne,F,50,Yamoussoukro,CONNECT,2022-05-31,,actif
CL00347,MILLET,Maggie,F,43,Abidjan,ETUDIANT,2025-04-25,2025-09-21,resilie
CL00348,SAMSON,Laurent,M,59,Yamoussoukro,PREMIUM,2022-11-09,,actif
CL00349,LOPES,Paulette,F,45,Bouake,PREMIUM,2023-08-01,,actif
CL00350,FLEURY,Audrey,F,41,Bouake,PRO,2022-10-04,,actif
CL00351,LELIÈVRE,Agnès,F,31,Abidjan,PRO,2022-08-24,,actif
CL00352,BOUVET,Anastasie,F,36,Abidjan,ETUDIANT,2022-10-07,2024-08-31,resilie
CL00353,MARTY,Frédéric,M,34,Abidjan,PULSE,2022-02-12,2024-02-23,resilie
CL00354,DELAHAYE,Antoinette,F,51,Bouake,SENIOR,2024-05-22,,actif
CL00355,VALETTE,Alice,F,18,Bouake,CONNECT,2024-09-12,,actif
CL00356,FAIVRE,Alexandre,M,44,Yamoussoukro,PULSE,2024-11-27,,actif
CL00357,HOARAU,Eugène,M,37,Korhogo,CONNECT,2024-11-07,,actif
CL00358,LEFEBVRE,Colette,F,56,Bouake,ETUDIANT,2025-09-21,,actif
CL00359,DUPUIS,Christophe,M,27,Abidjan,PREMIUM,2025-08-20,,actif
CL00360,REYNAUD,Céline,F,36,Abidjan,CONNECT,2024-09-17,,actif
CL00361,THIBAULT,Franck,M,50,Abidjan,ETUDIANT,2022-08-20,,actif
CL00362,TURPIN,Gilbert,M,18,Korhogo,SENIOR,2022-06-10,,actif
CL00363,GOSSELIN,Julien,M,26,Yamoussoukro,PULSE,2025-06-09,2025-09-23,resilie
CL00364,BRUN,Thibaut,M,39,Abidjan,CONNECT,2025-07-12,,actif
CL00365,SEGUIN,Bertrand,M,55,Bouake,CONNECT,2024-03-01,,actif
CL00366,MERLE,Édouard,M,33,Abidjan,SENIOR,2024-07-28,,actif
CL00367,LANGLOIS,Bernard,M,18,Abidjan,PRO,2022-08-02,,actif
CL00368,DELORME,Alexandrie,F,18,Bouake,PULSE,2025-09-12,,actif
CL00369,LANGLOIS,Michelle,F,37,Bouake,PULSE,2024-06-09,,actif
CL00370,CHAUVIN,Élodie,F,26,Korhogo,PULSE,2024-05-07,2025-11-12,resilie
CL00371,SANCHEZ,Théodore,M,43,Abidjan,PREMIUM,2024-05-11,,actif
CL00372,BLOT,Thomas,M,32,Abidjan,PULSE,2024-06-03,2025-01-09,resilie
CL00373,BERGER,Bernard,M,33,San-Pedro,PULSE,2022-11-19,,actif
CL00374,GRENIER,Henri,M,37,Abidjan,PULSE,2022-05-28,2024-03-28,resilie
CL00375,POTTIER,Célina,F,18,San-Pedro,CONNECT,2024-06-13,2025-09-24,resilie
CL00376,MORENO,Alphonse,M,54,Korhogo,PULSE,2022-10-04,,actif
CL00377,PERROT,René,M,38,Yamoussoukro,ETUDIANT,2022-09-18,,actif
CL00378,GILBERT,Vincent,M,40,Yamoussoukro,PREMIUM,2022-04-26,,actif
CL00379,LEMAÎTRE,Arthur,M,36,Yamoussoukro,CONNECT,2024-01-01,2025-09-01,resilie
CL00380,GUILLOU,Marianne,F,43,Abidjan,PULSE,2022-11-23,,actif
CL00381,RICHARD,Paulette,F,24,Abidjan,CONNECT,2022-08-20,,actif
CL00382,CAMUS,Bernard,M,59,Abidjan,CONNECT,2022-09-03,,actif
CL00383,LESAGE,Maryse,F,45,Abidjan,CONNECT,2024-06-07,,actif
CL00384,BOUSQUET,Suzanne,F,24,Abidjan,PULSE,2025-06-11,,actif
CL00385,NEVEU,Denis,M,27,Bouake,PULSE,2022-03-11,2025-12-20,resilie
CL00386,GAY,Emmanuel,M,18,Bouake,ETUDIANT,2023-12-07,,actif
CL00387,PERON,Laetitia,F,20,Abidjan,SENIOR,2022-10-31,,actif
CL00388,CHAUVET,René,M,33,Abidjan,CONNECT,2022-06-02,2025-10-10,resilie
CL00389,BECKER,Valérie,F,55,Bouake,PULSE,2022-07-17,,actif
CL00390,TURPIN,Renée,F,46,Abidjan,CONNECT,2024-02-20,,actif
CL00391,FOUCHER,Théodore,M,30,Abidjan,PULSE,2022-11-29,,actif
CL00392,ROYER,Isaac,M,24,Abidjan,PULSE,2025-03-18,,actif
CL00393,MOULIN,Aurore,F,59,Yamoussoukro,PULSE,2022-11-25,2025-09-24,resilie
CL00394,LOPES,Stéphanie,F,42,Abidjan,PULSE,2022-06-27,2025-11-08,resilie
CL00395,BERGER,Nicolas,M,53,Abidjan,ETUDIANT,2024-10-01,,actif
CL00396,COLAS,Thibault,M,46,Abidjan,CONNECT,2023-07-24,2025-06-08,resilie
CL00397,LAROCHE,Monique,F,43,Bouake,ETUDIANT,2023-12-18,,actif
CL00398,MARQUES,Alexandre,M,39,Abidjan,ETUDIANT,2025-05-09,,actif
CL00399,COSTA,Isaac,M,52,Abidjan,PREMIUM,2022-04-14,,actif
CL00400,VIDAL,Véronique,F,36,Abidjan,PREMIUM,2022-01-26,,actif
CL00401,LECOMTE,Marthe,F,24,San-Pedro,PULSE,2022-10-19,,actif
CL00402,POIRIER,Jean,M,27,Korhogo,CONNECT,2023-11-13,2025-07-04,resilie
CL00403,GUYOT,Théophile,M,41,Bouake,CONNECT,2023-01-05,2025-06-29,resilie
CL00404,BOUTIN,Laure,F,25,Bouake,PREMIUM,2024-10-31,,actif
CL00405,BERTHELOT,Aimé,M,34,Abidjan,PREMIUM,2022-06-07,,actif
CL00406,BLONDEL,Élisabeth,F,35,Abidjan,PULSE,2024-06-22,2024-10-29,resilie
CL00407,CLÉMENT,Georges,M,30,San-Pedro,PREMIUM,2025-04-04,,actif
CL00408,FOUQUET,Lucas,M,18,Yamoussoukro,CONNECT,2025-08-14,,actif
CL00409,CAMUS,Isabelle,F,18,Korhogo,PULSE,2024-04-19,2025-06-15,resilie
CL00410,BLOT,Thérèse,F,18,San-Pedro,CONNECT,2025-06-29,,actif
CL00411,IMBERT,Patrick,M,57,Abidjan,ETUDIANT,2022-07-10,,actif
CL00412,PONS,Agnès,F,27,San-Pedro,CONNECT,2023-05-24,,actif
CL00413,MORIN,William,M,43,San-Pedro,PULSE,2024-12-19,2025-08-24,resilie
CL00414,LOUIS,Luc,M,18,Bouake,PREMIUM,2023-04-09,,actif
CL00415,JACQUOT,Jacqueline,F,25,Bouake,ETUDIANT,2022-06-16,,actif
CL00416,SCHNEIDER,Michèle,F,39,Abidjan,PULSE,2025-01-01,,actif
CL00417,REYNAUD,Robert,M,33,Abidjan,ETUDIANT,2023-12-31,,actif
CL00418,LAPORTE,Marie,F,50,Abidjan,CONNECT,2023-05-09,2024-09-19,resilie
CL00419,LAMY,Margot,F,50,Abidjan,CONNECT,2023-01-01,,actif
CL00420,BENARD,Susanne,F,18,Korhogo,PULSE,2023-01-08,,actif
CL00421,DUPUY,Honoré,M,18,Yamoussoukro,PULSE,2024-08-18,,actif
CL00422,DESCHAMPS,Gabriel,M,50,Korhogo,CONNECT,2025-03-12,,actif
CL00423,MATHIEU,Étienne,M,35,Abidjan,ETUDIANT,2025-07-18,,actif
CL00424,GOMES,Charles,M,18,Abidjan,PULSE,2022-05-30,,actif
CL00425,BERNIER,René,M,55,Abidjan,PULSE,2023-07-27,,actif
CL00426,LEDOUX,Éric,M,45,Abidjan,PREMIUM,2024-11-15,2025-10-07,resilie
CL00427,OLIVIER,Franck,M,29,San-Pedro,ETUDIANT,2022-03-29,2024-10-20,resilie
CL00428,ROUSSET,Valérie,F,63,Bouake,ETUDIANT,2025-08-23,,actif
CL00429,BARON,Lorraine,F,30,Abidjan,PULSE,2025-06-23,,actif
CL00430,ROUSSEL,Étienne,M,31,Abidjan,ETUDIANT,2024-08-15,,actif
CL00431,COLLET,Henriette,F,44,Abidjan,CONNECT,2024-07-20,,actif
CL00432,ALVES,Dorothée,F,32,Abidjan,PULSE,2023-10-31,,actif
CL00433,HERNANDEZ,Agathe,F,46,Abidjan,CONNECT,2022-05-17,,actif
CL00434,NEVEU,René,M,38,Abidjan,PREMIUM,2022-07-02,,actif
CL00435,MARCHAND,Laure,F,49,Abidjan,PREMIUM,2022-04-01,,actif
CL00436,LAMBERT,André,M,19,Korhogo,PULSE,2024-06-28,,actif
CL00437,LENOIR,Luce,F,25,San-Pedro,PULSE,2024-01-26,,actif
CL00438,ROCHER,Christophe,M,60,Bouake,ETUDIANT,2024-03-14,,actif
CL00439,DIAZ,Patrick,M,36,Abidjan,CONNECT,2025-05-19,2025-11-10,resilie
CL00440,HENRY,Agathe,F,39,San-Pedro,CONNECT,2023-11-17,2025-03-16,resilie
CL00441,BAUDRY,Guy,M,49,Abidjan,PREMIUM,2023-06-11,,actif
CL00442,LELIÈVRE,Valentine,F,50,Abidjan,PREMIUM,2023-11-24,2024-07-15,resilie
CL00443,BESNARD,Jean,M,38,Korhogo,PULSE,2023-10-08,,actif
CL00444,GONZALEZ,André,M,23,Korhogo,CONNECT,2022-10-02,,actif
CL00445,FLEURY,Valentine,F,38,Bouake,PREMIUM,2023-10-07,,actif
CL00446,NOËL,Arthur,M,39,San-Pedro,CONNECT,2022-09-29,,actif
CL00447,MARÉCHAL,Victoire,F,50,Yamoussoukro,PRO,2025-08-26,,actif
CL00448,LEGRAND,Sébastien,M,18,Yamoussoukro,CONNECT,2022-02-17,,actif
CL00449,LOMBARD,Anastasie,F,31,Abidjan,PULSE,2023-03-25,2025-05-12,resilie
CL00450,FERNANDES,Clémence,F,35,Abidjan,CONNECT,2023-04-19,,actif
CL00451,THIBAULT,Madeleine,F,56,Abidjan,CONNECT,2022-06-18,,actif
CL00452,CLÉMENT,Jeanne,F,22,Abidjan,CONNECT,2024-11-15,,actif
CL00453,LEMAIRE,Patricia,F,56,Bouake,CONNECT,2025-09-27,,actif
CL00454,SEGUIN,Hélène,F,48,Abidjan,ETUDIANT,2025-05-18,,actif
CL00455,DIALLO,Monique,F,18,Abidjan,CONNECT,2023-01-16,,actif
CL00456,LEBRETON,Simone,F,66,Abidjan,CONNECT,2024-06-25,2025-03-28,resilie
CL00457,LÉGER,Pénélope,F,48,Bouake,PRO,2024-07-08,,actif
CL00458,SCHNEIDER,Roland,M,68,Yamoussoukro,PREMIUM,2023-05-05,,actif
CL00459,LEGENDRE,Antoine,M,44,Abidjan,ETUDIANT,2024-08-28,,actif
CL00460,BOURDON,Capucine,F,37,Abidjan,ETUDIANT,2024-02-03,,actif
CL00461,LEDOUX,François,M,23,Abidjan,PULSE,2024-08-13,,actif
CL00462,TOUSSAINT,Franck,M,30,Abidjan,PULSE,2024-11-05,,actif
CL00463,AUBRY,Audrey,F,36,Abidjan,CONNECT,2023-02-23,,actif
CL00464,BARBIER,Isabelle,F,53,Bouake,PULSE,2023-06-07,2025-05-07,resilie
CL00465,GIRAUD,Robert,M,20,Abidjan,PREMIUM,2025-02-19,,actif
CL00466,SANCHEZ,Constance,F,30,Abidjan,CONNECT,2023-08-17,2024-06-13,resilie
CL00467,BERNARD,Lucas,M,25,Bouake,PULSE,2024-07-19,,actif
CL00468,LEBRETON,Sylvie,F,38,Korhogo,CONNECT,2024-06-24,2025-01-13,resilie
CL00469,KLEIN,Alfred,M,37,Abidjan,PREMIUM,2023-12-27,,actif
CL00470,GRONDIN,Guy,M,53,Korhogo,CONNECT,2022-04-30,,actif
CL00471,MUNOZ,Guy,M,34,Abidjan,PULSE,2023-05-08,,actif
CL00472,BOUTIN,Susanne,F,34,Bouake,CONNECT,2024-02-17,,actif
CL00473,GUÉRIN,Zacharie,M,18,Yamoussoukro,PULSE,2022-08-01,,actif
CL00474,REY,Gilles,M,24,Yamoussoukro,CONNECT,2022-11-06,2024-10-20,resilie
CL00475,TOUSSAINT,Théodore,M,24,Bouake,CONNECT,2022-10-22,,actif
CL00476,PELTIER,Eugène,M,37,Bouake,PULSE,2024-07-17,,actif
CL00477,LAMY,Céline,F,42,Abidjan,PULSE,2022-02-18,2024-06-02,resilie
CL00478,DEVAUX,Frédéric,M,39,Abidjan,PREMIUM,2022-08-26,,actif
CL00479,JOURDAN,Clémence,F,47,Abidjan,CONNECT,2023-09-19,2024-09-01,resilie
CL00480,DA COSTA,David,M,64,Bouake,CONNECT,2025-08-11,,actif
CL00481,GUÉRIN,Antoine,M,22,Abidjan,PREMIUM,2022-05-19,2025-05-26,resilie
CL00482,GAILLARD,Manon,F,56,Bouake,SENIOR,2025-07-28,,actif
CL00483,VALENTIN,Louise,F,41,Abidjan,PULSE,2022-11-01,2024-01-02,resilie
CL00484,NAVARRO,Charles,M,56,Abidjan,ETUDIANT,2023-05-18,,actif
CL00485,BIGOT,Madeleine,F,25,Abidjan,CONNECT,2025-10-02,,actif
CL00486,BONNIN,Luc,M,19,Abidjan,CONNECT,2022-05-29,,actif
CL00487,MAILLARD,Camille,F,37,San-Pedro,PREMIUM,2024-03-20,,actif
CL00488,GIMENEZ,Virginie,F,18,Abidjan,CONNECT,2025-08-04,,actif
CL00489,NAVARRO,Augustin,M,51,Korhogo,PREMIUM,2023-06-14,,actif
CL00490,JOSEPH,Alphonse,M,18,Bouake,PREMIUM,2022-05-29,,actif
CL00491,LESAGE,Margot,F,24,Bouake,SENIOR,2025-04-16,,actif
CL00492,TEXIER,Gilbert,M,33,Abidjan,PREMIUM,2022-10-11,2025-07-13,resilie
CL00493,MICHEL,Benjamin,M,36,Abidjan,CONNECT,2025-08-19,2025-12-30,resilie
CL00494,ROLLAND,Yves,M,18,Yamoussoukro,CONNECT,2024-09-17,,actif
CL00495,BRUNEAU,Aimée,F,49,Korhogo,PULSE,2022-05-20,,actif
CL00496,SALMON,Yves,M,42,Abidjan,PULSE,2022-03-27,2024-02-14,resilie
CL00497,ROYER,Alice,F,50,Abidjan,PREMIUM,2022-04-06,,actif
CL00498,LEDOUX,Emmanuel,M,35,Abidjan,PRO,2024-12-01,,actif
CL00499,LELIÈVRE,Raymond,M,35,Yamoussoukro,PREMIUM,2023-06-13,2025-10-24,resilie
CL00500,GILLES,Simone,F,31,Abidjan,PULSE,2023-08-19,2024-02-18,resilie
CL00501,LOPES,Éric,M,22,Abidjan,ETUDIANT,2023-07-24,2025-01-11,resilie
CL00502,MARY,Martin,M,18,Bouake,PULSE,2024-04-09,,actif
CL00503,BOUSQUET,Patrick,M,18,Bouake,CONNECT,2023-12-06,,actif
CL00504,ROBIN,Noël,M,18,San-Pedro,CONNECT,2024-10-25,,actif
CL00505,LÉVÊQUE,Lucas,M,35,Abidjan,ETUDIANT,2022-06-29,,actif
CL00506,LE ROUX,Margot,F,32,San-Pedro,ETUDIANT,2024-06-10,,actif
CL00507,LECONTE,Caroline,F,24,Abidjan,CONNECT,2025-02-01,,actif
CL00508,RENARD,Margot,F,47,Abidjan,PREMIUM,2022-06-23,,actif
CL00509,BOUCHET,Paul,M,34,Bouake,ETUDIANT,2023-09-30,,actif
CL00510,HERVÉ,Vincent,M,33,Abidjan,ETUDIANT,2022-12-18,,actif
CL00511,MARÉCHAL,Robert,M,33,Bouake,PRO,2024-07-14,2025-12-31,resilie
CL00512,DA SILVA,Michel,M,45,Abidjan,CONNECT,2025-06-23,,actif
CL00513,BLANC,Hugues,M,19,Abidjan,PULSE,2025-08-12,,actif
CL00514,FLEURY,Margot,F,29,Abidjan,PULSE,2022-06-13,,actif
CL00515,FERREIRA,Luc,M,34,Korhogo,CONNECT,2024-01-25,,actif
CL00516,BUISSON,Adélaïde,F,41,Abidjan,CONNECT,2022-03-15,2025-09-14,resilie
CL00517,DESCAMPS,Richard,M,20,Bouake,PULSE,2022-03-23,2024-08-29,resilie
CL00518,PINTO,Lucas,M,31,Bouake,PREMIUM,2024-01-22,,actif
CL00519,VINCENT,Élisabeth,F,31,Abidjan,SENIOR,2025-06-03,2025-10-28,resilie
CL00520,PAUL,Jules,M,54,Abidjan,PREMIUM,2024-02-11,,actif
CL00521,LOISEAU,Zoé,F,25,Bouake,PULSE,2025-03-31,2025-09-30,resilie
CL00522,TOUSSAINT,Matthieu,M,29,Abidjan,SENIOR,2023-10-16,,actif
CL00523,SAMSON,Anastasie,F,40,Abidjan,PREMIUM,2022-08-31,2024-07-09,resilie
CL00524,MARTINS,Grégoire,M,50,Abidjan,CONNECT,2024-12-06,,actif
CL00525,DIAS,Christelle,F,18,Abidjan,CONNECT,2023-07-01,,actif
CL00526,HERVÉ,Matthieu,M,30,Yamoussoukro,PREMIUM,2023-03-26,,actif
CL00527,ROCHER,Patrick,M,25,Abidjan,PULSE,2024-10-12,2025-03-20,resilie
CL00528,RIVIÈRE,Alix,F,18,Yamoussoukro,PULSE,2024-07-24,2025-10-22,resilie
CL00529,LOMBARD,Thibaut,M,18,Abidjan,PULSE,2022-07-09,,actif
CL00530,DUPUIS,Édouard,M,36,Korhogo,ETUDIANT,2023-12-23,,actif
CL00531,LANGLOIS,Robert,M,33,Abidjan,CONNECT,2023-09-17,,actif
CL00532,GARCIA,Odette,F,42,Abidjan,ETUDIANT,2024-01-21,,actif
CL00533,MORIN,Hélène,F,33,Abidjan,CONNECT,2023-02-26,,actif
CL00534,NOËL,Susan,F,20,Yamoussoukro,CONNECT,2024-10-18,2025-10-26,resilie
CL00535,LEMAIRE,Tristan,M,18,Abidjan,PRO,2024-08-25,,actif
CL00536,BRUNET,Zoé,F,18,San-Pedro,SENIOR,2025-06-17,,actif
CL00537,AUGER,Luce,F,24,Bouake,CONNECT,2023-10-06,,actif
CL00538,GRÉGOIRE,Grégoire,M,48,Abidjan,ETUDIANT,2024-12-22,,actif
CL00539,LEGROS,Olivier,M,64,Bouake,ETUDIANT,2025-04-02,2025-09-20,resilie
CL00540,GEORGES,Jacqueline,F,25,Bouake,CONNECT,2024-07-20,,actif
CL00541,PINEAU,Robert,M,34,Abidjan,PREMIUM,2022-09-30,,actif
CL00542,RODRIGUES,Nathalie,F,23,Abidjan,PREMIUM,2022-10-02,,actif
CL00543,AUBERT,Dominique,F,28,Abidjan,PULSE,2022-09-22,,actif
CL00544,LETELLIER,Daniel,M,36,Korhogo,PREMIUM,2022-12-14,,actif
CL00545,MULLER,Laure,F,18,Abidjan,PRO,2023-12-20,,actif
CL00546,LELEU,Marc,M,20,Bouake,PULSE,2022-06-21,2025-10-12,resilie
CL00547,LEBLANC,Philippe,M,50,Abidjan,PULSE,2022-09-24,,actif
CL00548,DA COSTA,Adélaïde,F,44,Abidjan,SENIOR,2024-11-05,,actif
CL00549,CARRE,Lucy,F,47,Bouake,CONNECT,2022-12-27,,actif
CL00550,COSTE,Stéphane,M,23,Abidjan,PULSE,2025-03-10,2025-06-15,resilie
CL00551,DELMAS,Victoire,F,52,Bouake,CONNECT,2022-04-14,,actif
CL00552,GÉRARD,Maurice,M,41,Abidjan,SENIOR,2025-09-05,,actif
CL00553,TANGUY,Olivier,M,24,Korhogo,CONNECT,2025-06-29,,actif
CL00554,BARRE,Jacques,M,46,Bouake,PRO,2025-07-18,,actif
CL00555,COURTOIS,Richard,M,41,Abidjan,CONNECT,2024-09-26,,actif
CL00556,HOAREAU,Michel,M,49,Korhogo,PULSE,2023-09-12,,actif
CL00557,LEBRUN,Élisabeth,F,19,Abidjan,CONNECT,2022-11-30,,actif
CL00558,ROCHER,Georges,M,18,Korhogo,PULSE,2024-08-19,2025-09-23,resilie
CL00559,MASSE,Nathalie,F,30,San-Pedro,PREMIUM,2023-10-13,,actif
CL00560,REY,Lucas,M,30,Abidjan,ETUDIANT,2023-12-19,,actif
CL00561,BERTRAND,Margaud,F,31,Yamoussoukro,CONNECT,2024-02-08,,actif
CL00562,VALLET,Thérèse,F,37,San-Pedro,PREMIUM,2023-10-26,,actif
CL00563,MUNOZ,Monique,F,43,Abidjan,CONNECT,2023-07-12,,actif
CL00564,COLLIN,Clémence,F,50,Korhogo,ETUDIANT,2022-07-28,2025-01-28,resilie
CL00565,COSTA,Alfred,M,39,Yamoussoukro,PULSE,2023-06-03,,actif
CL00566,MARCHAND,Camille,F,24,Abidjan,ETUDIANT,2023-11-12,,actif
CL00567,MAURY,Jacques,M,38,Bouake,CONNECT,2023-02-03,,actif
CL00568,ROUSSEL,Matthieu,M,57,Abidjan,CONNECT,2024-11-30,,actif
CL00569,ROUSSEL,Rémy,M,44,Bouake,PRO,2024-10-25,2025-08-12,resilie
CL00570,PINEAU,Aimé,M,39,Abidjan,CONNECT,2023-05-19,2024-12-27,resilie
CL00571,MACE,Claire,F,31,Yamoussoukro,PULSE,2022-04-24,2025-09-03,resilie
CL00572,LEJEUNE,Victor,M,22,Bouake,PREMIUM,2023-08-19,,actif
CL00573,MEYER,Astrid,F,18,Abidjan,PRO,2024-06-11,,actif
CL00574,LELIÈVRE,Gilles,M,40,Bouake,PULSE,2024-01-30,,actif
CL00575,MAILLOT,Thierry,M,23,Korhogo,CONNECT,2022-04-13,,actif
CL00576,JACQUOT,Nicole,F,43,Abidjan,PULSE,2024-01-23,,actif
CL00577,DELAHAYE,Audrey,F,44,Korhogo,CONNECT,2024-03-12,,actif
CL00578,BOULANGER,Yves,M,28,Abidjan,PREMIUM,2025-07-10,,actif
CL00579,JOUBERT,Monique,F,37,Abidjan,CONNECT,2022-10-01,,actif
CL00580,PRÉVOST,Thomas,M,47,Bouake,PULSE,2024-02-14,,actif
CL00581,WAGNER,Patrick,M,18,Yamoussoukro,PULSE,2025-02-26,,actif
CL00582,ALLARD,Alex,F,51,Bouake,CONNECT,2023-02-22,,actif
CL00583,MAURICE,Arthur,M,26,Bouake,CONNECT,2024-10-31,2025-02-17,resilie
CL00584,HUET,Louise,F,36,Bouake,CONNECT,2023-11-24,,actif
CL00585,DUMAS,Benjamin,M,48,Abidjan,ETUDIANT,2022-11-12,,actif
CL00586,GAY,Capucine,F,42,Abidjan,PULSE,2023-11-13,,actif
CL00587,SAMSON,Timothée,M,31,Yamoussoukro,PREMIUM,2022-12-09,,actif
CL00588,FISCHER,Benoît,M,27,Yamoussoukro,CONNECT,2025-05-10,,actif
CL00589,HEBERT,Émile,M,18,Abidjan,CONNECT,2025-03-08,,actif
CL00590,LEMONNIER,Lucy,F,31,Abidjan,PULSE,2024-02-04,2024-08-24,resilie
CL00591,LEROY,Alphonse,M,55,Korhogo,ETUDIANT,2025-04-20,,actif
CL00592,GERMAIN,Andrée,F,42,Bouake,CONNECT,2025-05-17,,actif
CL00593,COUSIN,Martine,F,51,Abidjan,CONNECT,2022-04-26,,actif
CL00594,BESSON,Philippine,F,42,San-Pedro,CONNECT,2024-12-19,,actif
CL00595,RODRIGUES,Gérard,M,60,Abidjan,CONNECT,2022-11-09,,actif
CL00596,LAPORTE,Olivie,F,55,Abidjan,PULSE,2022-03-16,,actif
CL00597,MORENO,Édith,F,35,Abidjan,SENIOR,2023-02-05,2024-11-17,resilie
CL00598,PICARD,Emmanuel,M,18,Abidjan,CONNECT,2022-11-17,,actif
CL00599,CHEVALIER,Monique,F,41,Abidjan,CONNECT,2024-04-30,,actif
CL00600,LEGENDRE,Zacharie,M,26,Abidjan,PULSE,2022-05-18,,actif
CL00601,GUILLOT,Zoé,F,33,Abidjan,PREMIUM,2025-03-04,,actif
CL00602,GUILLON,David,M,58,Yamoussoukro,PULSE,2024-12-22,,actif
CL00603,GRONDIN,Susan,F,20,Yamoussoukro,PREMIUM,2024-08-09,,actif
CL00604,DIAZ,Gilbert,M,38,Korhogo,PULSE,2025-02-02,2025-11-16,resilie
CL00605,JACQUES,Gilbert,M,32,Abidjan,PULSE,2025-06-13,,actif
CL00606,MARTINEAU,Adrienne,F,31,San-Pedro,PULSE,2023-08-05,,actif
CL00607,TURPIN,Louise,F,46,Abidjan,PRO,2023-09-12,,actif
CL00608,LABBÉ,Constance,F,22,Abidjan,CONNECT,2024-10-08,,actif
CL00609,LEGRAND,Matthieu,M,18,Abidjan,ETUDIANT,2025-03-03,,actif
CL00610,BARRE,Théodore,M,46,Abidjan,PREMIUM,2023-08-23,,actif
CL00611,RIBEIRO,Timothée,M,34,Korhogo,PULSE,2024-03-29,,actif
CL00612,LAMY,Jeannine,F,41,Abidjan,PULSE,2023-08-28,2024-03-21,resilie
CL00613,PINEAU,Henri,M,45,Abidjan,CONNECT,2024-07-04,,actif
CL00614,PHILIPPE,Léon,M,18,Abidjan,SENIOR,2023-03-25,,actif
CL00615,GUILLET,Bernard,M,18,Abidjan,PULSE,2025-03-07,,actif
CL00616,GOMEZ,Monique,F,50,Abidjan,PULSE,2022-08-22,,actif
CL00617,MASSE,Martine,F,36,Abidjan,PULSE,2023-05-22,2025-06-27,resilie
CL00618,BRUNEAU,Lucie,F,50,San-Pedro,PREMIUM,2025-08-09,,actif
